conference,paper,year,title,conceptual paper,DASA,Open access,reviewer 1,input data,methods/analysis/processing,computational environment,results,reviewer notes,AGILE Reproducible badge,AGILE Reproducible report
agile,agile_2023_002,2023,Analysis of cycling network evolution in OpenStreetMap through a data quality prism,F,yes,yes,CG,2 available,2 available,T,2 available,CG: based on reproducible report,T,https://doi.org/10.17605/osf.io/9kp7u
agile,agile_2023_003,2023,Indoor localisation and location tracking in indoor facilities based on LiDAR point clouds and images of the ceilings,F,yes,yes,CG,2 available,1 documented,T,1 documented,CG: based on reproducible report,T,https://doi.org/10.17605/osf.io/8t3bh
agile,agile_2023_004,2023,Exploring MapSwipe as a Crowdsourcing Tool for (Rapid) Damage Assessment: The Case of the 2021 Haiti Earthquake,F,yes,yes,CG,3 available & open,3 available & open,T,3 available & open,CG: based on reproducible report,T,https://doi.org/10.17605/osf.io/m5bhk
agile,agile_2023_005,2023,A Web-Application for Measuring Spatial Accessibility in Health Planning,F,yes,yes,CG,1 documented,1 documented,T,1 documented,CG: based on reproducible report,F,
agile,agile_2023_006,2023,Detecting Road Damages in Mobile Mapping Point Clouds using Competitive Reconstruction Networks,F,yes,yes,CG,2 available,3 available & open,T,2 available,CG: Python notebooks well documented on git repor and archived on Zenodo too. Links to data on Readme file: All works,F,
agile,agile_2023_007,2023,Is it safe to be attractive? Disentangling the influence of streetscape features on the perceived safety and attractiveness of city streets,F,yes,yes,CG,2 available,3 available & open,T,2 available,CG: based on reproducible report,T,https://doi.org/10.17605/osf.io/aqgxr
agile,agile_2023_008,2023,Urban Sound Mapping for Wayfinding – A theoretical Approach and an empirical Study,F,yes,yes,CG,3 available & open,1 documented,T,1 documented,CG: based on reproducible report,T,https://doi.org/10.17605/osf.io/c7vx3
agile,agile_2023_009,2023,Semantic complexity of geographic questions - A comparison in terms of conceptual transformations of answers,F,yes,yes,CG,2 available,2 available,T,2 available,CG: based on reproducible report,T,https://doi.org/10.17605/osf.io/d2shf
agile,agile_2023_010,2023,Extreme heat alerts and impacts across Mozambique 2016 – 2022: gathering evidence from media articles,F,yes,yes,CG,2 available,1 documented,T,2 available,CG: based on reproducible report,T,https://doi.org/10.17605/osf.io/eu8kw
agile,agile_2023_011,2023,Evaluating and Comparing Airspace Structure Visualisation and Perception on Digital Aeronautical Charts,F,yes,yes,CG,2 available,2 available,T,2 available,CG: based on reproducible report,T,https://doi.org/10.17605/osf.io/rbgvk
agile,agile_2023_012,2023,Does spatial thinking ability relate to performance when using web-mapping services? A survey with digital natives,F,yes,yes,CG,2 available,2 available,T,1 documented,CG: based on reproducible report,T,https://doi.org/10.17605/osf.io/2em7v
agile,agile_2023_013,2023,Active teaching and learning in GI sciences: lessons learned from the BSc. Course Open Urban Data Governance,T,yes,yes,CG,NA,NA,F,NA,,F,
agile,agile_2023_014,2023,Advancing Forest Monitoring and Assessment Through Immersive Virtual Reality,F,yes,yes,CG,2 available,1 documented,T,1 documented,CG: based on reproducible report,T,https://doi.org/10.17605/osf.io/27wzp
agile,agile_2024_001,2024,Developing a city-specific walkability index through a participatory approach,F,yes,yes,CG,2 available,2 available,T,2 available,CG: based on reproducible report,T,https://doi.org/10.17605/osf.io/csb7r
agile,agile_2024_002,2024,A model-driven methodology for integrating heterogeneous 3D geospatial urban entities,F,yes,yes,CG,2 available,2 available,T,1 documented,CG: It is a kind of data integration methodolgogy. Authors provide several github repos.,F,
agile,agile_2024_003,2024,The Impact of Traffic Lights on Modal Split and Route Choice: A use-case in Vienna,F,yes,yes,CG,3 available & open,3 available & open,T,2 available,CG: based on reproducible report,T,https://doi.org/10.17605/osf.io/w42ad
agile,agile_2024_004,2024,Process Analysis in Humanitarian Voluntary Geographic Information: the case of the HOT Tasking Manager,F,yes,yes,CG,1 documented,2 available,T,2 available,CG: based on reproducible report,T,https://doi.org/10.17605/osf.io/fmgb4
agile,agile_2024_005,2024,Road Network Mapping from Multispectral Satellite Imagery: Leveraging Deep Learning and Spectral Bands,F,yes,yes,CG,2 available,2 available,T,1 documented,CG: based on reproducible report,T,https://doi.org/10.17605/osf.io/txgzv
agile,agile_2024_006,2024,FreeMapRetrieve: Freehand Gestures for Retrieve Operations in Large-Screen Map Environments,F,yes,yes,CG,2 available,1 documented,T,2 available,CG: based on reproducible report,T,https://doi.org/10.17605/osf.io/gvpd9
agile,agile_2024_007,2024,Knowledge-Based Identification of Urban Green Spaces: Allotments,F,yes,yes,CG,1 documented,1 documented,T,1 documented,CG: based on reproducible report,T,https://doi.org/10.17605/osf.io/3nbjw
agile,agile_2024_008,2024,OER4SDI: Open Educational Resources for Spatial Data Infrastructures,T,yes,yes,CG,NA,NA,T,NA,,F,
agile,agile_2024_009,2024,Explore maps as you read a comic book,T,yes,yes,CG,NA,NA,F,NA,,F,
agile,agile_2024_010,2024,Towards semantic enrichment of Earth Observation data: The LEODS framework,F,yes,yes,CG,2 available,1 documented,T,1 documented,CG: Description of a Big framework. Some data available ,F,
agile,agile_2024_011,2024,Enhancing toponym identification: Leveraging Topo-BERT and open-source data to differentiate between toponyms and extract spatial relationships,F,yes,yes,CG,2 available,2 available,T,2 available,CG: based on reproducible report,T,https://doi.org/10.17605/osf.io/nbk57
agile,agile_2024_012,2024,A Gamified Platform to Encourage Sustainable Behaviours,F,yes,yes,CG,1 documented,1 documented,T,1 documented,CG: Code cannot be disclosed according to DASA section,F,
agile,agile_2024_013,2024,Evaluating geotemporal behaviours of OpenStreetMap contributors,F,yes,yes,CG,1 documented,1 documented,T,1 documented,CG: data cannot be disclosed. Some scripts are openly available but do not cover all results reported in the paper,F,
agile,agile_2024_014,2024,Random Data Distribution for Efficient Parallel Point Cloud Processing,F,yes,yes,CG,1 documented,2 available,T,2 available,CG: based on reproducible report,T,https://doi.org/10.17605/osf.io/ymc3t
giscience,giscience_2016_001,2016,Computing River Floods Using Massive Terrain Data,F,no,no,CG,2 available,1 documented,T,1 documented,"Text related to computational environment in two separate paragraphs : 1/ ""we processed on a computer with 22 GB of working main memory (roughly twelve times smaller than the size of the described dataset). For this setting, to process the entire 268 GB dataset, our adaptation for Berg Sonne’s method required roughly 24 h, and our new algorithm roughly 31 h."" and 2/ ""We implemented both algorithms in C++, using the open source library TPIE that provides I/O-efficient algorithms for sorting and scanning data [14]. We used the GNU g++ compiler (version 4.8.2), and the experiments were ran on a Linux Ubuntu operating system (release 14.04)."" Input data: Big raster dataset available from Danish governent webside but link is broken ; raster terrain extracted from the SRTM grid[13]; vector dataset by the Dartmouth Flood Observatory, and contains data acquired with MODIS (Moderate-resolution Imaging Spectroradiometer) technology [8]: No access to code",NA,
giscience,giscience_2016_002,2016,Partitioning Polygons via Graph Augmentation,T,no,no,CG,NA,NA,F,NA,CG: for me it's a theoretical paper. Small use case is testmonial,NA,
giscience,giscience_2016_003,2016,Hierarchical Prism Trees for Scalable Time Geographic Analysis,F,no,no,CG,2 available,2 available,F,1 documented,"CG: data form EnviroCar; citaiton rpovided, assuime open soruce, Link to an archived Github repro, https://github.com/carsonfarmer/hypt, which only included one demo notebook",NA,
giscience,giscience_2016_004,2016,Mining Network Hotspots with Holes: A Summary of Results,F,no,no,CG,1 documented,1 documented,F,1 documented,"CG: Case study data is briefly commented. No explicitu access to datasets. Yet, my guess (Carlos) is that authors used the public Chicago crime dataset (https://www.chicago.gov/city/en/dataset/crime.html).",NA,
giscience,giscience_2016_005,2016,Distance-Constrained k Spatial Sub-Networks: A Summary of Results,F,no,no,CG,2 available,1 documented,F,1 documented,CG. Link to Chicago publiuc crime dataset of Chicago provided. Link to LAPD crime and collision datasets of Los Angeles is provided but registration is required.,NA,
giscience,giscience_2016_006,2016,GIScience Considerations in Spatial Social Networks,T,no,no,CG,NA,NA,F,NA,,NA,
giscience,giscience_2016_007,2016,On Distortion of Raster-Based Least-Cost Corridors,T,no,no,CG,NA,NA,F,NA,,NA,
giscience,giscience_2016_008,2016,Model-Based Clustering of Social Vulnerability to Urban Extreme Heat Events,F,no,no,CG,1 documented,1 documented,F,1 documented,"CG: It is said, for eexample,  ""variables were chosen from a combination of American Community Survey 5-Year Estimates (2008–2012) and data available in 2013 through the Denver Open Data Catalog""; Similar sentences for other input data. No link, no reference to these datasets.",NA,
giscience,giscience_2016_009,2016,Representing the Spatial Extent of Places Based on Flickr Photos with a Representativeness-Weighted Kernel Density Estimation,F,no,no,CG,1 documented,1 documented,F,1 documented,"CG: Brief description of datasets, but they are recreateable with some effort. ",NA,
giscience,giscience_2016_010,2016,Scaling Behavior of Human Mobility Distributions,F,no,no,CG,2 available,1 documented,T,1 documented,CG: Authors used five data sets and cited them,NA,
giscience,giscience_2016_011,2016,pFUTURES: A Parallel Framework for Cellular Automaton Based Urban Growth Models,F,no,no,CG,0 undocumented,1 documented,T,1 documented,"CG: It is said ""We evaluate the performance of our framework by conducting experiments over three study regions, namely, (i) Mountain region of North Carolina, (ii) State of North Carolina and (iii) South Atlantic States.""; and nothing else",NA,
giscience,giscience_2016_012,2016,From Data Streams to Fields: Extending Stream Data Models with Field Data Types,T,no,no,CG,NA,NA,F,NA,,NA,
giscience,giscience_2016_013,2016,Point Partitions: A Qualitative Representation for Region-Based Spatial Scenes in R2,T,no,no,CG,NA,NA,F,NA,,NA,
giscience,giscience_2016_014,2016,Fine Scale Spatio-Temporal Modelling of Urban Air Pollution,F,no,no,CG,0 undocumented,1 documented,F,1 documented,CG: Data is not described. ,NA,
giscience,giscience_2016_015,2016,Modeling Checkpoint-Based Movement with the Earth Mover’s Distance,F,no,no,CG,0 undocumented,1 documented,F,1 documented,CG: Data is not described. ,NA,
giscience,giscience_2016_016,2016,Exploratory Chronotopic Data Analysis,F,no,no,CG,1 documented,1 documented,F,1 documented,CG: Wikipedia dump of English articles. Could be recreatable,NA,
giscience,giscience_2016_017,2016,Exploring the Notion of Spatial Lenses,F,no,no,CG,2 available,1 documented,F,1 documented,"CG many datset used, but referenced usign URL as footnotes. I assume they work",NA,
giscience,giscience_2016_018,2016,Moon Landing or Safari? A Study of Systematic Errors and Their Causes in Geographic Linked Data,T,no,no,CG,NA,NA,F,NA,,NA,
giscience,giscience_2016_019,2016,Circles in the Water: Towards Island Group Labeling,F,no,no,CG,0 undocumented,1 documented,F,1 documented,,NA,
giscience,giscience_2016_020,2016,An Algorithmic Framework for Labeling Road Maps,F,no,no,CG,1 documented,1 documented,T,1 documented,,NA,
giscience,giscience_2016_021,2016,Measuring Cognitive Load for Map Tasks Through Pupil Diameter,F,no,no,CG,1 documented,1 documented,T,1 documented,,NA,
giscience,giscience_2018_001,2018,Early Detection of Herding Behaviour during Emergency Evacuations,F,no,yes,CG,1 documented,1 documented,F,1 documented,"Only described, no pointers to (synthetic) data & code",NA,
giscience,giscience_2018_002,2018,What Makes Spatial Data Big? A Discussion on How to Partition Spatial Data,F,no,yes,CG,1 documented,1 documented,F,1 documented,"Only described, no pointers to data & code",NA,
giscience,giscience_2018_003,2018,Intersections of Our World,F,no,yes,CG,2 available,1 documented,F,1 documented,"Authors took OSM data for entire Earth in PBF planet (no spatial-time restruiction). In this case, level 2 is ok because anyone can obtain the same input data set. Web Applicaiotn (https://intersection.geo.tuwien.ac.at/) is up and runs as reported. No implementation details, no pointers to code; no pointer to additional data for use cases",NA,
giscience,giscience_2018_004,2018,Considerations of Graphical Proximity and Geographical Nearness,T,no,yes,CG,NA,NA,F,NA,,NA,
giscience,giscience_2018_005,2018,An Empirical Study on the Names of Points of Interest and Their Changes with Geographic Distance,F,no,yes,CG,2 available,1 documented,F,1 documented,Data: Yelp Open Dataset (https://www.yelp.com/dataset). Implementation details and code are not provided,NA,
giscience,giscience_2018_006,2018,Outlier Detection and Comparison of Origin-Destination Flows Using Data Depth,F,no,yes,CG,2 available,1 documented,T,1 documented,"Data: NYC taxi trips record (it si an open dataset, but authors did not provide a URL to dataset) +  US Census Bureau shapefiles. Computaiton (https://www2.census.gov/geo/tiger/TIGER2010/TAZ/2010/). Hadoop/R code is not accessible. Computation environment is well described (TRUE) even though computational time is not specified.",NA,
giscience,giscience_2018_007,2018,Is Salience Robust? A Heterogeneity Analysis of Survey Ratings,F,no,yes,CG,1 documented,1 documented,F,1 documented,"Data: Two datasets are used. One is collected previously in the doctoral work of one author (I cheked phd thesi ad no reference to acces such dataset). The other is collected in this study, and authors stated ""This data will be accessible via Data in Brief https://www.journals.elsevier.com/data-in-brief by the end of 2018"". I checked this journal and no articles found. (Personal note: this type of ""promises"" are not recomended in scientiif papers; There are alternatives as pre-print servers, zenodo, etc) ",NA,
giscience,giscience_2018_008,2018,Labeling Points of Interest in Dynamic Maps using Disk Labels,F,no,yes,CG,0 undocumented,2 available,F,1 documented,"""The implementation is open source and can be found on GitHub [11]."" [11] is https://github.com/krumpefp/runtime_datastructure/tree/master: GPL licence, no readme. As regard data, I found the following figure caption: ""The basic label set contains all human settlements extracted from the OpenStreetMap dataset [12]"".  Bad citation practice and data is poorly described
",NA,
giscience,giscience_2018_009,2018,Improving Discovery of Open Civic Data,F,yes,yes,CG,2 available,1 documented,F,1 documented,"No explicit DASA, but same information in ""Supplementary material"".  It points to a github repo with datasets (vocabularies) and documentation, but no explicit licence. Methods: authors use ArcGIS Hub (https://hub.arcgis.com/) and protegee tool.",NA,
giscience,giscience_2018_010,2018,Local Co-location Pattern Detection: A Summary of Results,F,no,yes,CG,1 documented,1 documented,F,1 documented,"With the information given, it is impossible to recreate synthetic data. For the case study, authors said ""We conducted a case study using the North American Atlas - Hydrography dataset from the U.S. Geological Survey and the data of the U.S. major cities from Esri"": no url, no citation, nothing. I googled them and found https://www.usgs.gov/national-hydrography/national-hydrography-dataset and https://www.arcgis.com/home/item.html?id=9df5e769bfe8412b8de36a2e618c7672",NA,
giscience,giscience_2018_011,2018,Detection and Localization of Traffic Signals with GPS Floating Car Data and Random Forest,F,no,yes,CG,1 documented,1 documented,F,1 documented,Data: no accessible. Code: no accessible,NA,
giscience,giscience_2018_012,2018,Heterogeneous Skeleton for Summarizing Continuously Distributed Demand in a Region,F,no,yes,CG,0 undocumented,1 documented,T,1 documented,"Computation environment is promissing: ""The models were implemented in the Python platform using arcpy, pysal and sympy libraries, amoung others, on a Windows 10 Enterprise server with an Intel Xeon E5-2650 v3 (2.3GHz) 64 bit CPU and 64 GB of RAM"". For the other criteria: no accessible code, no idea about what the input data is",NA,
giscience,giscience_2018_013,2018,A Network Flow Model for the Analysis of Green Spaces in Urban Areas,F,no,yes,CG,2 available,1 documented,T,1 documented,"Data: Urban Atlas 2012 (http://www.land.copernicus.eu/ as footnote) but it is broken. Correct right now: https://land.copernicus.eu/.  Computation environemnt: ""The experiments were performed on an Intel® Xeon® CPU E5-1620 processor. The machine is clocked at 3.6 GHz and has 32 GB RAM. The first phase of our approach is implemented in Python utilizing QGIS 2.18.144. The second phase is written in Java.""",NA,
giscience,giscience_2018_014,2018,Continuous Obstructed Detour Queries,F,no,yes,CG,1 documented,1 documented,F,1 documented,"Data and code are not accessible. Computation environment: ""We use a 2.4 GHz Intel i5 CPU and 16 GB main memory"". It is not enough to be qualified as True",NA,
giscience,giscience_2018_015,2018,Enhanced Multi Criteria Decision Analysis for Planning Power Transmission Lines,F,no,yes,CG,1 documented,1 documented,T,1 documented,"Data and code are not accessible. Computation environment: ""To compute the data, we used 48 CPUs on an Intel® Xeon® CPU E5-2680 v4 @ 2.40GHz server with 132 GB RAM by using Python’s multiprocessing library. Generating the maps of all possible and reasonable settings took between 1 to 3 seconds for each map. This equated to approx. 8 days of computing time with a storage volume of approx. 4.0 TB per study area.""",NA,
giscience,giscience_2018_016,2018,FUTURES-AMR: Towards an Adaptive Mesh Refinement Framework for Geosimulations,F,no,yes,CG,1 documented,1 documented,T,1 documented,"Data and code are not accessible. Computation environment: ""We carry out our experiments on a system with a hardware spec of 2.5 GHz Intel Corei7 processor and 16 GB memory, and software support for GDAL 2.0 and OpenMPI 1.10"".",NA,
giscience,giscience_2018_017,2018,xNet+SC: Classifying Places Based on Images by Incorporating Spatial Contexts,F,no,yes,CG,1 documented,1 documented,F,1 documented,MOSt datasets are only described. Yelp Ooen data is open. Mehtods described. no code provided. ,NA,
giscience,giscience_2021_001,2020,Using Georeferenced Twitter Data to Estimate Pedestrian Traffic in an Urban Road Network,F,no,yes,CG,1 documented,1 documented,F,1 documented,"CG: 3 datasets are used and generic URL to the data providers are provided. Fo rthe pedestrian dataset, the paper says ""The open datasets"" but no pointer or reference is given. ",NA,NA
giscience,giscience_2021_002,2020,Estimation of Moran’s I in the Context of Uncertain Mobile Sensor Measurements,F,no,yes,CG,2 available,1 documented,F,1 documented,CG: Data accesible on a third-party server. ,NA,NA
giscience,giscience_2021_003,2020,Generalizing Deep Models for Overhead Image Segmentation Through Getis-Ord Gi* Pooling,F,no,yes,CG,1 documented,1 documented,T,1 documented,CG: Broken URL to the main input dataset ,NA,NA
giscience,giscience_2021_004,2020,Serverless GEO Labels for the Semantic Sensor Web,F,yes,yes,CG,3 available & open,3 available & open,T,3 available & open,"CG: no explicit DASA, but same information in ""Supplementary material"". Authored by Daniel. Best practice: RR anotations in figures ",NA,NA
giscience,giscience_2021_005,2020,Search Facets and Ranking in Geospatial Dataset Search,F,no,yes,CG,1 documented,1 documented,T,1 documented,CG: Mining of existing geo-portals. Resulting data not available,NA,NA
giscience,giscience_2021_006,2020,How Do People Describe Locations During a Natural Disaster: An Analysis of Tweets from Hurricane Harvey,F,no,yes,CG,2 available,1 documented,T,1 documented,CG: Link to twitter datasets works; complemented with repo that details used queries. Well done!,NA,NA
giscience,giscience_2021_007,2020,Introducing Diversion Graph for Real-Time Spatial Data Analysis with Location Based Social Networks,F,no,yes,CG,2 available,1 documented,T,1 documented,CG: Twitter data poorly described (data score=1); Flicker Input reused from published journal as curated dataset (data score=3).,NA,NA
giscience,giscience_2021_008,2020,"Not Arbitrary, Systematic! Average-Based Route Selection for Navigation Experiments",F,no,yes,CG,0 undocumented,1 documented,F,1 documented,CG: Synthetic data is described. Used real data cannot be recreated;  no ref or link provided either,NA,NA
giscience,giscience_2021_009,2020,Traffic Congestion Aware Route Assignment,F,no,yes,CG,0 undocumented,1 documented,T,1 documented,CG: Experimentation based on a traffic simulator (SMARTS).  Totally unclear how  data is created (score =0),NA,NA
giscience,giscience_2021_010,2020,Estimating Hourly Population Distribution Patterns at High Spatiotemporal Resolution in Urban Areas Using Geo-Tagged Tweets and Dasymetric Mapping,F,no,yes,CG,1 documented,1 documented,F,1 documented,"CG: Twitter data poorly described (score=1). No link to US Census block , but it's a well-known dataset",NA,NA
giscience,giscience_2021_011,2020,Multiple Resource Network Voronoi Diagram,F,yes,yes,CG,1 documented,2 available,T,2 available,"CG: Code provided in suplementarial material as URL to personal webpage (broken link). Fixed URL is https://faculty.eng.fau.edu/yangk/NSF_Career_Projects.html. Zip file contains java code + sample inputs. Yet, these samples inputs correspond to experimental evaluation (sec 6). No data provided to Case study (sec 7). So, final score 1",NA,NA
giscience,giscience_2021_012,2020,LSTM-TrajGAN: A Deep Learning Approach to Trajectory Privacy Protection,F,no,yes,CG,2 available,1 documented,F,1 documented,CG: Foursquare trajectory data reused from published paper. I followed links and data is available on personal web page: https://sites.google.com/site/yangdingqi/home/foursquare-dataset,NA,NA
giscience,giscience_2021_013,2020,Analyzing Trajectory Gaps for Possible Rendezvous: A Summary of Results,F,no,yes,CG,2 available,1 documented,T,1 documented,CG: data dowloable from a third-party provider: https://marinecadastre.gov/ais/ ,NA,NA
giscience,giscience_2021_014,2020,"You Are Not Alone: Path Search Models, Traffic, and Social Costs",F,no,yes,CG,1 documented,1 documented,F,1 documented,"CG:.OSM data. No downloable data provided, but described. It could be recreated",NA,NA
giscience,giscience_2021_015,2020,Volume from Outlines on Terrains,F,no,yes,CG,2 available,1 documented,F,1 documented,CG: Terrain data taken from SRTM elevation dataset: https://srtm.csi.cgiar.org/,NA,NA
giscience,giscience_2021_016,2020,Traffic Prediction Framework for OpenStreetMap Using Deep Learning Based Complex Event Processing and Open Traffic Cameras,F,yes,yes,CG,1 documented,2 available,T,1 documented,CG: Code provided in suplementary material as Github repo: https://github.com/piyushy1/OSMTrafficEstimation. Python notebook available; Data is partially available. Link to Camera data is broken. Table 3 in paper lits camera data but links are broken,NA,NA
giscience,giscience_2021_017,2021,Adaptive Voronoi Masking: A Method to Protect Confidential Discrete Spatial Data,F,no,yes,CG,1 documented,2 available,T,1 documented,"CG: Data sets available as footnotes. Yet, unclear if data prep steps  are sufficently described. Code available as footnote: https://mserre.sph.unc.edu/BMElab_web/donutGeomask/donutGeomask.htm.  ",NA,NA
giscience,giscience_2021_018,2021,Reproducible Research and GIScience: An Evaluation Using GIScience Conference Papers,F,yes,yes,CG,3 available & open,3 available & open,T,3 available & open,CG: Github repo archived on Zenodo. ,NA,NA
giscience,giscience_2021_019,2021,Comparison of Simulated Fast and Green Routes for Cyclists and Pedestrians,F,yes,yes,CG,1 documented,3 available & open,T,1 documented,"CG: Code provided in suplementary material as github repo (https://github.com/redfrexx/green_index/tree/v1.0) and archived on zenodo (https://zenodo.org/records/5483730). Yet, this code refers only to one part of the paper (green routing calculation).  Code to create boxplots adn scatterplots (in Resutls) are not given. OSM data: No downloable data provided, but described. It could be recreated.",NA,NA
giscience,giscience_2021_020,2021,A Clustering-Based Framework for Individual Travel Behaviour Change Detection,F,yes,yes,CG,1 documented,2 available,T,2 available,"CG: Code provided in suplementary material as github repo (https://github.com/mie-lab/change-detection). Input data: real-world, large-scale GPS tracking data set is not available, but documented. Alternatively, results could be replicated with another datasets (GeoLife GPS Trajectories) as authors explain in the github repo.",NA,NA
giscience,giscience_2021_021,2021,Will You Take This Turn? Gaze-Based Turning Activity Recognition During Navigation,F,no,yes,CG,1 documented,1 documented,T,2 available,"CG: Link to Zenodo provided as footnote (https://zenodo.org/records/7320034). Archived files incldued input trajectory dataset, features descriotions and R scripts. Other input dataset is OSM, which is not provided and only documented in the paper. The paper aclienm that ML algro are impeltmed using python, but no python code provided. R Scripts on Zenodo seems to generate figs in Resutls",NA,NA
giscience,giscience_2021_022,2021,Bicriteria Aggregation of Polygons via Graph Cuts,F,no,yes,CG,0 undocumented,1 documented,T,1 documented,"CG: Quite theoretical paper, but includes an experimental evaluation. Data + code not provided, literaly ""To evaluate our algorithms, we implemented them in Java and conducted tests with building
footprints from OpenStreetMap"". Nothing else.",NA,NA
giscience,giscience_2021_023,2021,Coordinated Schematization for Visualizing Mobility Patterns on Networks,F,yes,yes,CG,0 undocumented,1 documented,T,1 documented,"CG: Code provided in suplementary material as Github repo: https://github.com/tue-alga/CoordinatedSchematization. Available C++ code codifies algorithmic steps, but unclear to me if it also generates figures in paper. ""GPS trajectories were provided by HERE"" (not available). ""Network is obtained from OpenStreetMap"" (not available, not properly documented)",NA,NA
giscience,giscience_2021_024,2021,Harmonious Simplification of Isolines,F,yes,yes,CG,0 undocumented,2 available,T,1 documented,CG: Code provided in suplementary material as Github repo: https://github.com/tue-alga/harmonious-simplification. No data provided (even the small dataset used in the paper). Provided code does not include figures and maps in Results.,NA,NA
giscience,giscience_2021_025,2021,Navigating Your Way! Increasing the Freedom of Choice During Wayfinding,F,no,yes,CG,0 undocumented,1 documented,T,1 documented,"No code/data provided. ""For our approach we utilized python 3.8.8 using the package networkx (v2.5.) [17]. The raw network data were downloaded from OpenStreetMap (OSM). The intersections were calculated with
the Intersections Framework [11], whereas street segments were extracted with a custom script""",NA,NA
giscience,giscience_2021_026,2021,Terrain Prickliness: Theoretical Grounds for High Complexity Viewsheds,F,yes,yes,CG,0 undocumented,1 documented,T,1 documented,"CG: Code provided in suplementary material as Github repos: https://github.com/GTMeijer/Prickliness, https://github.com/GTMeijer/TIN_Viewsheds. Other methods used refer to functions in ArcGIS. As regards data, authors says ""We
obtained the terrains through the Terrain world elevation layer [8] in ArcGIS [7]."" Cited references are generic refereces to ESRI (no data at all)",NA,NA
giscience,giscience_2021_027,2021,User Preferences and the Shortest Path,F,no,yes,CG,0 undocumented,1 documented,T,1 documented,"Authors says: ""we make use of the indoor navigation system URWalking [36, 49] (urwalking.ur.de)"", so no code provided. Cited reference [49]  is a PhD thesis in German. As regards data, authors say ""Our empirical study is based on a data set of 221 routes, collected both during the summer (100 paths) and winter semester (121 paths) at the University of Regensburg"". So, data is undocumented.",NA,NA
giscience,giscience_2021_028,2021,Map Matching for Semi-Restricted Trajectories,F,yes,yes,CG,0 undocumented,2 available,T,1 documented,"CG: Githud repo in suplementary data: https://github.com/tcvdijk/tessa. Code OK, but OSM dataset is not provided in repo, and poorly described in the paper to be recreated",NA,NA
giscience,giscience_2021_029,2021,Automated Georeferencing of Antarctic Species,F,no,yes,CG,0 undocumented,1 documented,T,1 documented,"Software tools are mentioned in paper, and nothing else. Input data description (source of input documents) is very poor. Taxonomy used is well decribed. No data/code are available.",NA,NA
giscience,giscience_2023_001,2023,Do You Need Instructions Again? Predicting Wayfinding Instruction Demand,F,yes,yes,CG,3 available & open,2 available,F,2 available,"CG: no explicit DASA, but same information in ""Supplementary material"".  It includes a URL to the research group website, which indeed forwards to a  institutional research data repository where finally data/code is deposited (with DOI). Why two hops to reach data/code instead of using DOI in the paper?. As regards methods, there is a python notebook  alonged with the open datasets but it is not explicity mentioned in the paper.",NA,
giscience,giscience_2023_002,2023,Transitions in Dynamic Point Labeling,F,no,yes,CG,1 documented,1 documented,F,1 documented,Mostly theoretical  but includes a small experiment with Twitter data. No code/data available; barely documented ,NA,
giscience,giscience_2023_003,2023,Reducing False Discoveries in Statistically-Significant Regional-Colocation Mining: A Summary of Results,F,no,yes,CG,1 documented,1 documented,F,1 documented,Mostly theoretical but includes a 1/2 page case study (sect 6). Data: refer to a previous paper. Code: refer to pseudo-algorithm described previously in the paper ,NA,
giscience,giscience_2023_004,2023,Genetic Programming for Computationally Efficient Land Use Allocation Optimization,F,yes,yes,CG,3 available & open,3 available & open,F,3 available & open,"CG: no explicit DASA, but same information in ""Supplementary material"". Code &  input data & code to generate glots archived in Mendeley with DOI and permissive license (CC BY). Illustrations as final figures of the paper archived on figshare.. Description of computational enviroment is missing. Yet, authors did not add these resources are regular references!",NA,
giscience,giscience_2023_005,2023,Visualizing Geophylogenies - Internal and External Labeling with Phylogenetic Tree Constraints,F,yes,yes,CG,1 documented,2 available,F,2 available,"No explicit DASA but includes this sentence at the end of Intro: ""Furthermore, implementations of the algorithms and the experiments are available online at github.com/joklawitter/geophylo"". This repo oncldie python/jave code to support papper, is well documented, permissive licence. yet, authors pointed to this repo instead of archiving it and citing it as a regular reference. As regard input data, authors said ""data from the corresponding authors upon request"".",NA,
giscience,giscience_2023_006,2023,Map Reproducibility in Geoscientific Publications: An Exploratory Study,F,yes,yes,CG,3 available & open,1 documented,T,1 documented,"CG: no explicit DASA, but some information in ""Supplementary material"". This OSF project includes a CSV data (with DOI) with the assessment results. Input data are open access journal articles, so data is fully accessible and open. Code, however, is not provided (personal note: it would be nice to have a list of github repos for each of the reproduction attempts) .",NA,
giscience,giscience_2023_007,2023,Semi-Supervised Learning from Street-View Images and OpenStreetMap for Automatic Building Height Estimation,F,,yes,CG,1 documented,2 available,T,2 available,"CG: no explicit DASA, but same information in ""Supplementary material"". it points to a github repo where data & code are openly available. Repo is well documented but no explicit license. For data: Autoher use OSM data for Heidelberg city (only description, no access). For computational environment: ""we rely on the open-source Python software toolkit called momepy v.0.5.1 to calculate these features. For a complete list of OSM morphometric features, please refer to the GitHub repository""",NA,
