conf,paper,year,title,link,OA,DASA,REV1,REV2,REV1 CP?,REV2 CP?,disagr_CP,REV1 input data,REV2 input data,REV1 methods,REV2 methods,REV1 CE,REV2 CE,REV1 results,REV2 results,REV1 notes,REV2 notes,consolidated_cp,consolidated_data,consolidated_methods,consolidated_results,consolidated_notes,disagr_type,consolidated_CE,AGILE Reproducible badge,AGILE Reproducible report
giscience,giscience_2018_002,2018,What Makes Spatial Data Big? A Discussion on How to Partition Spatial Data,https://drops.dagstuhl.de/storage/00lipics/lipics-vol114-giscience2018/LIPIcs.GISCIENCE.2018.2/LIPIcs.GISCIENCE.2018.2.pdf,yes,no,CG,DN,F,F,0,1 documented,0 undocumented,1 documented,1 documented,F,F,1 documented,1 documented,"Only described, no pointers to data & code",DN: new partioning algorithm and experimental data to demonstrate it (both synthetic and real); no links to data or code; ,F,0 undocumented,1 documented,1 documented,Rev2 correct. I checked the paper again.,uncertain assessment,F,NA,NA
giscience,giscience_2018_010,2018,Local Co-location Pattern Detection: A Summary of Results,https://drops.dagstuhl.de/storage/00lipics/lipics-vol114-giscience2018/LIPIcs.GISCIENCE.2018.10/LIPIcs.GISCIENCE.2018.10.pdf,yes,no,CG,DN,F,F,0,1 documented,1 documented,1 documented,1 documented,F,F,1 documented,1 documented,"With the information given, it is impossible to recreate synthetic data. For the case study, authors said ""We conducted a case study using the North American Atlas - Hydrography dataset from the U.S. Geological Survey and the data of the U.S. major cities from Esri"": no url, no citation, nothing. I googled them and found https://www.usgs.gov/national-hydrography/national-hydrography-dataset and https://www.arcgis.com/home/item.html?id=9df5e769bfe8412b8de36a2e618c7672","DN: experiemental evaluation of new algorithm with a case study; algorithm described in pseudo code etc.; original data links still work but parts very briefly described (""cities from ESRI""); ",F,1 documented,1 documented,1 documented,no disagreement,no disagreement,F,NA,NA
giscience,giscience_2021_002,2020,Estimation of Moran’s I in the Context of Uncertain Mobile Sensor Measurements,https://doi.org/10.4230/LIPIcs.GIScience.2021.I.2,yes,no,CG,DN,F,F,0,2 available,1 documented,1 documented,1 documented,F,F,1 documented,1 documented,CG: Data accesible on a third-party server. ,DN: two case studies: data from sensor-equipped cars and controlled synthetic data; data generation process is described in text; no mentioning of used software; results are described with figures,F,2 available,1 documented,1 documented,Rev1 correct,uncertain assessment,F,NA,NA
giscience,giscience_2021_010,2020,Estimating Hourly Population Distribution Patterns at High Spatiotemporal Resolution in Urban Areas Using Geo-Tagged Tweets and Dasymetric Mapping,https://doi.org/10.4230/LIPIcs.GIScience.2021.I.10,yes,no,CG,DN,F,F,0,1 documented,1 documented,1 documented,0 undocumented,F,F,1 documented,1 documented,"CG: Twitter data poorly described (score=1). No link to US Census block , but it's a well-known dataset",DN: geo-tagged tweets as data (not available) and not mention of code/analysis software,F,1 documented,1 documented,1 documented,Rev1 correct,uncertain assessment,F,NA,NA
giscience,giscience_2021_017,2021,Adaptive Voronoi Masking: A Method to Protect Confidential Discrete Spatial Data,https://doi.org/10.4230/LIPIcs.GIScience.2021.II.1,yes,no,CG,DN,F,F,0,1 documented,1 documented,2 available,1 documented,T,F,1 documented,1 documented,"CG: Data sets available as footnotes. Yet, unclear if data prep steps  are sufficently described. Code available as footnote: https://mserre.sph.unc.edu/BMElab_web/donutGeomask/donutGeomask.htm.  ","DN: use spatial data analysis tools to evaluate different masking methods; some data download links still work, but aurhots do not provide their processed data and are sometimes vague (""removed small streets""); own Python code is not shared, tool download links broken (CrimeStat)",F,1 documented,2 available,1 documented,Rev1 correct,uncertain assessment,F,NA,NA
giscience,giscience_2021_026,2021,Terrain Prickliness: Theoretical Grounds for High Complexity Viewsheds,https://doi.org/10.4230/LIPIcs.GIScience.2021.II.10,yes,yes,CG,DN,F,F,0,0 undocumented,1 documented,1 documented,1 documented,T,F,1 documented,1 documented,"CG: Code provided in suplementary material as Github repos: https://github.com/GTMeijer/Prickliness, https://github.com/GTMeijer/TIN_Viewsheds. Other methods used refer to functions in ArcGIS. As regards data, authors says ""We
obtained the terrains through the Terrain world elevation layer [8] in ArcGIS [7]."" Cited references are generic refereces to ESRI (no data at all)","DN: new algorithm for viewshed computation, validated with experiements in real terrains; code on GitHub but no license or docs; other software described in text; data from Terrain layer in ArcGIS",F,0 undocumented,1 documented,1 documented,Rev1 correct,uncertain assessment,F,F,NA
giscience,giscience_2023_001,2023,Do You Need Instructions Again? Predicting Wayfinding Instruction Demand,https://drops.dagstuhl.de/storage/00lipics/lipics-vol277-giscience2023/LIPIcs.GIScience.2023.1/LIPIcs.GIScience.2023.1.pdf,yes,yes,CG,DN,F,F,0,3 available & open,0 undocumented,2 available,1 documented,F,F,2 available,1 documented,"CG: no explicit DASA, but same information in ""Supplementary material"".  It includes a URL to the research group website, which indeed forwards to a  institutional research data repository where finally data/code is deposited (with DOI). Why two hops to reach data/code instead of using DOI in the paper?. As regards methods, there is a python notebook  alonged with the open datasets but it is not explicity mentioned in the paper.","DN: navigation experiment with 45 participants; https://geoinfo.geo.tuwien.ac.at/resources/ says that there is ""Published Code and Sample Dataset"" at https://researchdata.tuwien.ac.at/doi/10.48436/yyhjf-bsh02, but the data seems to have been published later - the data DOI is not used in the paper yet! in any case, there is a Jupyter Notebook that does something with the test data, but no figures similar to the ones in the paper are plotted; the actually used DOI leads to a Zenodo record that seems incomplete (10.5281/zenodo.4298703) - very confusing! Nowhere seems to be the actual GPS data referenced, eye tracking data also seems to have been captured...;",F,0 undocumented,1 documented,1 documented,Rev2 correct. I rechecked paper and specially data/core repos. ,uncertain assessment,F,NA,NA
giscience,giscience_2023_009,2023,Platial k-Anonymity: Improving Location Anonymity Through Temporal Popularity Signatures,https://drops.dagstuhl.de/storage/00lipics/lipics-vol277-giscience2023/LIPIcs.GIScience.2023.9/LIPIcs.GIScience.2023.9.pdf,yes,yes,CG,DN,F,F,0,1 documented,0 undocumented,2 available,1 documented,F,F,1 documented,1 documented,"CG: no explicit DASA, but same information in ""Supplementary material"". it points to a github repo where python scritps are openly available. Repo is poorly documented and no explicit license use. 
Data: Use social services such as Foursquare, Google Place sand Twitter. Documented but not accessible","DN: data collection and processing is described in detail, but created dataset likely due to commercial origin cannot be shared, also some steps missing (""manually reviewed and made minor adjustments""); processing described through text and formula; ",F,0 undocumented,2 available,1 documented,"Rev2 correct (data). Regarding methods, code in github repo w/o license. ""Available"" or ""documented""? Decision:  available but not open (intention to share is there, it is technically accessible, even if not legal depending on the use)",major disagreement,F,NA,NA
agile,agile_2017_001,2017,Investigating Representations of Places with Unclear Spatial Extent in Sketch Maps,https://link.springer.com/chapter/10.1007/978-3-319-56759-4_1,no,no,FO,EK,F,F,0,1 documented,1 documented,1 documented,1 documented,F,F,1 documented,1 documented,"no computations, but still more information would have enabled other to replicate and compare","Not 100% sure about this one. The input data are sketch maps, which are not fully provided, only example instances. Then some diagrams were computed based on the used symbols, but scripts are also not available. The computational need is minimal.",F,1 documented,1 documented,1 documented,no disagreement,no disagreement,F,NA,NA
agile,agile_2017_009,2017,Personal Activity Centres and Geosocial Data Analysis: Combining Big Data with Small Data,https://link.springer.com/chapter/10.1007/978-3-319-56759-4_9,no,no,FO,EK,F,F,0,1 documented,1 documented,1 documented,1 documented,F,F,1 documented,1 documented,replication should be possible based on the provided information,"- Input data similar to original should still be retreavable with X/Twitter API
- No DASA, no repo, no Github, no shared code/scripts",F,1 documented,1 documented,1 documented,no disagreement,no disagreement,F,NA,NA
agile,agile_2017_017,2017,Assessing Accuracy and Geographical Transferability of Machine Learning Algorithms for Wind Speed Modelling,https://link.springer.com/chapter/10.1007/978-3-319-56759-4_17,no,no,FO,EK,F,F,0,0 undocumented,1 documented,1 documented,1 documented,F,F,1 documented,1 documented,missed chance to raise input data to level 2 because even the most simple information (which years) is missing,"- Torn between 0 and 1 for both data and methods; see below
- Input data should be in principle retrievable from original source but links are missing (also specific parameters needed by data portal UIs)
- The paper compares ML algorithms which are mentioned and justified, but not really described; yet again, this is not the point of the paper",F,0 undocumented,1 documented,1 documented,Rev1 correct,uncertain assessment,F,NA,NA
agile,agile_2019_006,2019,Classification of Urban and Rural Routes Based on Motorcycle Riding Behaviour,https://link.springer.com/chapter/10.1007/978-3-030-14745-7_6,no,no,FO,EK,F,F,0,1 documented,0 undocumented,1 documented,1 documented,F,F,1 documented,1 documented,very specific input data but described in detail,"AGILE repro review not in place yet;
Study exploratory in nature, yet the few collected data could have been shared, although there's not much analysis going on;
The strength of the paper lies in how the data was collected (sensors) - then a simple visualization is performed ",F,1 documented,1 documented,1 documented,Rev1 correct,uncertain assessment,F,NA,NA
agile,agile_2019_014,2019,Improving Business-as-Usual Scenarios in Land Change Modelling by Extending the Calibration Period and Integrating Demographic Data,https://link.springer.com/chapter/10.1007/978-3-030-14745-7_14,no,no,FO,EK,F,F,0,1 documented,0 undocumented,1 documented,1 documented,F,F,1 documented,1 documented,"data could also be level 0, given how little information is provided; however, since it uses mostly well-documented RS data sources, documentation can be found there","AGILE repro review not in place yet;
The text describes the analysis steps in high detail;
I was not able to find any info about the data sources",F,0 undocumented,1 documented,1 documented,Rev2 correct,uncertain assessment,F,NA,NA
agile,agile_2018_007,2018,Patterns of Consumption and Connectedness in GIS Web Sources,https://link.springer.com/chapter/10.1007/978-3-319-78208-9_7,no,no,CG,EK,F,F,0,2 available,2 available,2 available,2 available,T,F,2 available,2 available,"CG: github repo provided as footnote (https://github.com/simonscheider/GISTrends), which includes python/R scripts & data used in each section","Data (pre-processed), scripts, intermediate and final results available on github;
Python version is obsolete (syntax) and no environment is preserved",F,2 available,2 available,2 available,no disagreement,no disagreement,F,NA,NA
agile,agile_2018_015,2018,Identifying and Interpreting Clusters of Persons with Similar Mobility Behaviour Change Processes,https://link.springer.com/chapter/10.1007/978-3-319-78208-9_15,no,no,CG,EK,F,F,0,1 documented,0 undocumented,1 documented,1 documented,T,F,0 undocumented,1 documented,"Main output is a algorithm,  but no code provided.  No link to online instace or similar provided. No way to test it as a reader/reviewer.","External data source domain not available anymore;
No link to any materials is provided;
Computational environment partly documented",F,0 undocumented,1 documented,1 documented,Rev2 correct,uncertain assessment,F,NA,NA
agile,agile_2021_002,2021,H-TFIDF: What makes areas specific over time in the massive flow of tweets related to the covid pandemic?,https://agile-giss.copernicus.org/articles/2/2/2021/,yes,yes,FO,EK,F,F,0,1 documented,3 available & open,3 available & open,3 available & open,F,F,3 available & open,3 available & open,input data was level 2 but Twitter API changes undid that,"Input data is from Twitter, which has changed a lot ever since, but small subset is available with DOI;
Analysis steps are very detailed, but no imag or container are provided, steps need to be run as instructed;
Comp. env. set to F because OS and HW are not given;",F,1 documented,3 available & open,3 available & open,"Rev1 correct, Twitter data never was available (but documented through IDs)",major disagreement,F,T,https://osf.io/rdnyu/
agile,agile_2021_010,2021,Building Change Detection of Airborne Laser Scanning and Dense Image Matching Point Clouds using Height and Class Information (copernicus.org),https://agile-giss.copernicus.org/articles/2/10/2021/,yes,yes,FO,EK,F,F,0,1 documented,0 undocumented,1 documented,1 documented,F,F,1 documented,1 documented,using proprietary data and code,"Synthetic data and code for reproduction where provided to the repro. reviewer to verify functionality, but are not available anywhere;
QGIS project that visualizes classification results is provided in OSF report repo;",F,0 undocumented,1 documented,1 documented,Rev2 correct,uncertain assessment,F,T,https://osf.io/rsf4m/
agile,agile_2020_001,2020,Exploring Factors that Influence Individuals’ Choice Between Internal Combustion Engine Cars and Electric Vehicles,https://doi.org/10.5194/agile-giss-1-2-2020,yes,no,CG,EK,F,F,0,1 documented,0 undocumented,1 documented,1 documented,T,F,1 documented,1 documented,"CG: For input data, it refers to another paper, published in German, in which I do not see a link to a downloable dataset. My decision is 1 as the AGILE paper described in detal the dataset used. ","- Input data not available, but described in detail in the text.
- Methods and results described in the text (as they should be to get published), but not made available to an external repo. Implementation details not mentioned at all.",F,1 documented,1 documented,1 documented,Rev1 correct,uncertain assessment,F,F,NA
agile,agile_2020_009,2020,Scalable processing of massive geodata in the cloud: generating a level-of-detail structure optimized for web visualization,https://doi.org/10.5194/agile-giss-1-10-2020,yes,no,CG,EK,F,F,0,1 documented,1 documented,1 documented,1 documented,T,T,1 documented,1 documented,"CG: This  is a computing intensive research and no code is made available. This paper is an example of bad practice: most of the body text (""param x with value..."") is unecessary if code is made available","- Publishing data is not allowed (is also huge) but can be retrieved from original source. However, more guidance on the original source UI could have been provided.
- Computational environment details provided in the manuscript.
- Description of the prototype and performance results described in the text, but could not find any reference to source code.",F,1 documented,1 documented,1 documented,no disagreement,no disagreement,T,F,NA
agile,agile_2020_017,2020,Selection of Stopover Stations by Homeward-bound Railway Users,https://doi.org/10.5194/agile-giss-1-18-2020,yes,no,CG,EK,F,F,0,0 undocumented,0 undocumented,1 documented,1 documented,F,F,1 documented,1 documented,"CG: Rather theorical paper but it uses a ""key dataset"" called ""Person Trip survey data"". That is, nothing else is commented!","- Input dataset (PT data) nowhere linked or cited
- Methods and results documented in manuscript",F,0 undocumented,1 documented,1 documented,no disagreement,no disagreement,F,F,NA
agile,agile_2022_007,2022,Six GIScience Ideas That Must Die,https://agile-giss.copernicus.org/articles/3/7/2022/,yes,yes,CG,EK,T,T,0,NA,NA,NA,NA,F,F,NA,NA,,"Conceptual paper - ""no directly associated data or software""",T,NA,NA,NA,no disagreement,no disagreement,F,F,NA
agile,agile_2022_015,2022,The Impact of Built Environment on Bike Commuting: Utilising Strava Bike Data and Geographically Weighted Models,https://agile-giss.copernicus.org/articles/3/15/2022/,yes,yes,CG,EK,F,F,0,2 available,2 available,2 available,2 available,T,F,2 available,2 available,CG: based on reproducible report,"Preprocessed data and corresponding scripts available on Github; 
Original data (or similar) can be retrieved from the data sources",F,2 available,2 available,2 available,no disagreement,no disagreement,F,T,https://doi.org/10.17605/OSF.IO/R6PSQ
agile,agile_2023_005,2023,A Web-Application for Measuring Spatial Accessibility in Health Planning,https://agile-giss.copernicus.org/articles/4/6/2023/,yes,yes,CG,EK,F,F,0,0 undocumented,0 undocumented,0 undocumented,1 documented,T,F,1 documented,1 documented,CG: web-based tool without access to code or live instace. No pointer to code. Data cannot be discloused,"- Used data are not shared because of privacy issues.
- The code of the developed application is not shared. A broad flowchart is provided and implementation details are given in text.
- The result of the study is the actual web app (UI, functionality)",F,0 undocumented,0 undocumented,1 documented,Rev1 correct,uncertain assessment,F,F,NA
agile,agile_2023_013,2023,Active teaching and learning in GI sciences: lessons learned from the BSc. Course Open Urban Data Governance,https://agile-giss.copernicus.org/articles/4/14/2023/,yes,yes,CG,EK,T,F,1,NA,0 undocumented,NA,1 documented,F,F,NA,1 documented,,"- The paper reports on the elaboration of student projects during a BSc course 
- DASA states that no data were collected; however, I do think that the input data could have been at least the project reports written by the students. A link to the Uni repository is provided for 2/10 reports, but it is impossible to find them burried under all materials published on this repo ",T,NA,NA,NA,"Rev1 correct. The authors stated in DASA section: ""No data or code was collected, developed, or used in this work"". It is conceptual.",borderline conceptual paper,F,F,NA
agile,agile_2024_007,2024,Knowledge-Based Identification of Urban Green Spaces: Allotments,https://agile-giss.copernicus.org/articles/5/8/2024/,yes,yes,CG,EK,F,F,0,1 documented,2 available,1 documented,3 available & open,T,F,1 documented,1 documented,CG: based on reproducible report,"- All datasets but one are freely available online and can be downloaded from original source
- R scripts and ArcGIS project package file in figshare repo (functionality confirmed by repro review)
- Smaller dataset provided in figshare repo including building, roads, railroads, water bodies, land use and  training data (surveyed?) shapefiles and nDSM and DOP rasters",F,1 documented,3 available & open,1 documented,Rev 1 correct (data) due to strict application of the protocol document. Rev2 correct (methods),major disagreement,F,T,https://doi.org/10.17605/osf.io/3nbjw
giscience,giscience_2016_004,2016,Mining Network Hotspots with Holes: A Summary of Results,https://link.springer.com/chapter/10.1007/978-3-319-45738-3_4,no,no,CG,EK,F,F,0,1 documented,1 documented,1 documented,1 documented,F,F,1 documented,1 documented,"CG: Case study data is briefly commented. No explicitu access to datasets. Yet, my guess (Carlos) is that authors used the public Chicago crime dataset (https://www.chicago.gov/city/en/dataset/crime.html).","- Links for datasets under ""Experimental Evaluation"" provided. 
- Methods and results documented in the manuscript, no links to code",F,1 documented,1 documented,1 documented,no disagreement,no disagreement,F,NA,NA
giscience,giscience_2016_012,2016,From Data Streams to Fields: Extending Stream Data Models with Field Data Types,https://link.springer.com/chapter/10.1007/978-3-319-45738-3_12,no,no,CG,EK,T,T,0,NA,NA,NA,NA,F,F,NA,NA,,"Formalization of suggested data model, the paper basically consists of literature review and definitions/descriptions of data types.",T,NA,NA,NA,no disagreement,no disagreement,F,NA,NA
giscience,giscience_2016_020,2016,An Algorithmic Framework for Labeling Road Maps,https://link.springer.com/chapter/10.1007/978-3-319-45738-3_20,no,no,CG,EK,F,F,0,1 documented,0 undocumented,1 documented,1 documented,T,T,1 documented,1 documented,OSM data available at https://i11www.iti.kit.edu/roadlabeling/,"Paper provides link for the raw data, but access is forbidden for me. Methods and results described in the text. Few computational env. details also mentioned there.",F,2 available,1 documented,1 documented,"Mix of assessment on data. Data is set to ""available"". Raw OSM data accessible from https://i11www.iti.kit.edu/roadlabeling/",major disagreement,T,NA,NA
giscience,giscience_2018_003,2018,Intersections of Our World,https://drops.dagstuhl.de/storage/00lipics/lipics-vol114-giscience2018/LIPIcs.GISCIENCE.2018.3/LIPIcs.GISCIENCE.2018.3.pdf,yes,no,CG,EK,F,F,0,2 available,1 documented,1 documented,1 documented,F,F,1 documented,2 available,"Authors took OSM data for entire Earth in PBF planet (no spatial-time restruiction). In this case, level 2 is ok because anyone can obtain the same input data set. Web Applicaiotn (https://intersection.geo.tuwien.ac.at/) is up and runs as reported. No implementation details, no pointers to code; no pointer to additional data for use cases","Conceptual paper with computationally implemented methodology and few use-cases; 
Original data from OSM;
Methods very elaborately described in the paper, sadly no code is shared;
Link to web app that runs the analysis and returns results on a sample area still working.",F,0 undocumented,1 documented,1 documented,"Mix of assessment on data. I decided ""undocumented"" due to strict application of assessment protocol (no time filters specificed to OSM data). Rev1 correct (results)",major disagreement,F,NA,NA
giscience,giscience_2018_011,2018,Detection and Localization of Traffic Signals with GPS Floating Car Data and Random Forest,https://drops.dagstuhl.de/storage/00lipics/lipics-vol114-giscience2018/LIPIcs.GISCIENCE.2018.11/LIPIcs.GISCIENCE.2018.11.pdf,yes,no,CG,EK,F,F,0,1 documented,0 undocumented,1 documented,1 documented,F,F,1 documented,1 documented,Data: no accessible. Code: no accessible,"Ground truth data from OSM, but floating car data provided by a private company and not made available (although very well documented in the text);
Methods, data, and results very analytically documented in the text, but nowhere to be accessed online;",F,0 undocumented,1 documented,1 documented,Rev2 correct,uncertain assessment,F,NA,NA
giscience,giscience_2021_003,2020,Generalizing Deep Models for Overhead Image Segmentation Through Getis-Ord Gi* Pooling,https://doi.org/10.4230/LIPIcs.GIScience.2021.I.3,yes,no,CG,EK,F,F,0,1 documented,1 documented,1 documented,1 documented,T,F,1 documented,1 documented,CG: Broken URL to the main input dataset ,"- The link to the input data is not working, but if I google it with the name provided in Ref [1], I can find the dataset and it matches the description. My assumption is that the link changed over time. Input data could therefore be '2', as they are still available, but I gave '1' because the paper does not link them directly.
- Methods and results very well documented, sadly no code to be found linked to the paper.",F,1 documented,1 documented,1 documented,no disagreement,no disagreement,F,NA,NA
giscience,giscience_2021_011,2020,Multiple Resource Network Voronoi Diagram,https://doi.org/10.4230/LIPIcs.GIScience.2021.I.11,yes,yes,CG,EK,F,F,0,1 documented,1 documented,2 available,1 documented,T,F,2 available,1 documented,"CG: Code provided in suplementarial material as URL to personal webpage (broken link). Fixed URL is https://faculty.eng.fau.edu/yangk/NSF_Career_Projects.html. Zip file contains java code + sample inputs. Yet, these samples inputs correspond to experimental evaluation (sec 6). No data provided to Case study (sec 7). So, final score 1","- Data for experimental validation from OSM, so I guess similar data can still be retrieved.
- Code supposedly linked to paper, but URL not working :(
- Some aspects of comp. env. mentioned, but description is not complete (eg. SW modules needed).",F,0 undocumented,2 available,1 documented,"Mix of assessment. Data set to ""undocumented"" after verification some data is missing. Methods set to ""available"" accroding to Rev1's notes. Rev2 correct (results)",major disagreement,F,NA,NA
giscience,giscience_2021_019,2021,Comparison of Simulated Fast and Green Routes for Cyclists and Pedestrians,https://doi.org/10.4230/LIPIcs.GIScience.2021.II.3,yes,yes,CG,EK,F,F,0,1 documented,1 documented,3 available & open,2 available,T,T,1 documented,1 documented,"CG: Code provided in suplementary material as github repo (https://github.com/redfrexx/green_index/tree/v1.0) and archived on zenodo (https://zenodo.org/records/5483730). Yet, this code refers only to one part of the paper (green routing calculation).  Code to create boxplots adn scatterplots (in Resutls) are not given. OSM data: No downloable data provided, but described. It could be recreated.","- Input data can be downloaded from OSM and Google Earth Engine
- Part of the code is available on Zenodo and part on Github
- Run time and HW requirements missing, but they still did a good job in documenting comp. env. by sharing package list and docker container",F,1 documented,2 available,1 documented,Rev2 correct,uncertain assessment,T,NA,NA
giscience,giscience_2021_027,2021,User Preferences and the Shortest Path,https://doi.org/10.4230/LIPIcs.GIScience.2021.II.11,yes,no,CG,EK,F,F,0,0 undocumented,0 undocumented,1 documented,1 documented,T,F,1 documented,1 documented,"Authors says: ""we make use of the indoor navigation system URWalking [36, 49] (urwalking.ur.de)"", so no code provided. Cited reference [49]  is a PhD thesis in German. As regards data, authors say ""Our empirical study is based on a data set of 221 routes, collected both during the summer (100 paths) and winter semester (121 paths) at the University of Regensburg"". So, data is undocumented.","- Input data consists of personal daily routes, so sharing might be not possible anyway (I found no mention, though)
- No mention of code sharing in the paper",F,0 undocumented,1 documented,1 documented,no disagreement,no disagreement,F,NA,NA
giscience,giscience_2023_002,2023,Transitions in Dynamic Point Labeling,https://drops.dagstuhl.de/storage/00lipics/lipics-vol277-giscience2023/LIPIcs.GIScience.2023.2/LIPIcs.GIScience.2023.2.pdf,yes,no,CG,EK,F,F,0,1 documented,2 available,1 documented,2 available,F,T,1 documented,2 available,Mostly theoretical  but includes a small experiment with Twitter data. No code/data available; barely documented ,"- The input data (Twitter) and the source code for the prototype are NOT explicitly linked to the paper, but I managed to find them following the anonymized OSF link for the video demos. 
- Video demos showasing the functionality of the prototype linked
- HW specifications, OS, and libraries in Appendix.",F,1 documented,1 documented,1 documented,Rev1 correct,uncertain assessment,T,NA,NA
giscience,giscience_2023_010,2023,Data-Spatial Layouts for Grid Maps,https://drops.dagstuhl.de/storage/00lipics/lipics-vol277-giscience2023/LIPIcs.GIScience.2023.10/LIPIcs.GIScience.2023.10.pdf,yes,yes,CG,EK,F,F,0,2 available,1 documented,2 available,2 available,F,F,2 available,1 documented,"CG: no explicit DASA, but same information in ""Supplementary material"". it points to a github repo where data & java code are openly available. Repo is documented and no explicit license use. Authors use addtional data sets (FR, UK, NL) from open data repositories: provided links work","- Input data can be accessed from original source. Paper does not specify which xls file from English census data. No data transformation steps for wikipedia table.
- Github link to source code for prototype. Incomplete instructions to run prototype. No license.",F,1 documented,2 available,1 documented,"Rev2 correct (data, results). Regarding methods, code in github repo w/o license. ""Available"" or ""documented""?  Decision:  available but not open (intention to share is there, it is technically accessible, even if not legal depending on the use).",major disagreement,F,NA,NA
agile,agile_2018_002,2018,PLANTING: Computing High Spatio-temporal Resolutions of Photovoltaic Potential of 3D City Models,https://link.springer.com/chapter/10.1007/978-3-319-78208-9_2,no,no,CG,MM,F,F,0,1 documented,0 undocumented,1 documented,0 undocumented,T,F,1 documented,1 documented,"CG: Several input datasets needed, but poorly described. It's hard to assign 1 to input data.","Data: no source, extent, dates...
Methods: no libraries' versions
Comp: OS and HW, no SW versions",F,0 undocumented,1 documented,1 documented,"Rev 2 correct (data). Rev 1 correct (methods). Paper provides diagrams, description of the steps done, and tools used.",major disagreement,F,NA,NA
agile,agile_2018_010,2018,Introducing Spatial Variability to the Impact Significance Assessment,https://link.springer.com/chapter/10.1007/978-3-319-78208-9_10,no,no,CG,MM,T,T,0,NA,NA,NA,NA,F,F,NA,NA,,,T,NA,NA,NA,no disagreement,no disagreement,F,NA,NA
agile,agile_2018_018,2018,A Positional Quality Control Test Based on Proportions,https://link.springer.com/chapter/10.1007/978-3-319-78208-9_18,no,no,CG,MM,T,T,0,NA,NA,NA,NA,F,F,NA,NA,"CG: In my view, it is a theoretical paper although there is a small section on a ""real experiment""","Proposes a test and shows a couple of application examples, but purely mathematical/statistical",T,NA,NA,NA,no disagreement,no disagreement,F,NA,NA
agile,agile_2017_004,2017,Reference Resolution for Pedestrian Wayfinding Systems,https://link.springer.com/chapter/10.1007/978-3-319-56759-4_4,no,no,FO,MM,F,F,0,0 undocumented,2 available,0 undocumented,1 documented,F,F,1 documented,1 documented,"although they use logistic regression, the information is probably not sufficient to replicate the study",Data: requires registration,F,0 undocumented,0 undocumented,1 documented,Rev1 correct,major disagreement,F,NA,NA
agile,agile_2017_012,2017,Towards Automatic Large-Scale 3D Building Reconstruction: Primitive Decomposition and Assembly,https://link.springer.com/chapter/10.1007/978-3-319-56759-4_12,no,no,FO,MM,F,F,0,0 undocumented,0 undocumented,1 documented,0 undocumented,T,F,0 undocumented,1 documented,"The case study is very ephemeral to the paper, which could almost be classified as conceptual","Data: can't find the dataset
Methods: no program or libraries mentioned
Comp: HW and computing time, but no SW or libraries",F,0 undocumented,1 documented,1 documented,"both partially correct, difficult paper to assess; decided after discussion on CE ""F""",major disagreement,F,NA,NA
agile,agile_2017_020,2017,20 Years of AGILE,https://link.springer.com/chapter/10.1007/978-3-319-56759-4_20,no,no,FO,MM,T,T,0,NA,NA,NA,NA,F,F,NA,NA,,,T,NA,NA,NA,no disagreement,no disagreement,F,NA,NA
agile,agile_2019_001,2019,Place Questions and Human-Generated Answers: A Data Analysis Approach,https://link.springer.com/chapter/10.1007/978-3-030-14745-7_1,no,no,FO,MM,F,F,0,2 available,2 available,2 available,1 documented,F,F,1 documented,2 available,level 1 for results i mainly due to lack of direct links between paper results and repository output,"Data and results: GitHub repo
Methods: GitHub repo, no versions mentioned",F,2 available,2 available,1 documented,Rev1 correct,major disagreement,F,NA,NA
agile,agile_2019_009,2019,Tracing Tourism Geographies with Google Trends: A Dutch Case Study,https://link.springer.com/chapter/10.1007/978-3-030-14745-7_9,no,no,FO,MM,F,F,0,2 available,2 available,2 available,1 documented,F,F,2 available,2 available,"everything in Github repository, unfortunately no DOI for level 3","Data and results: GitHub repo
Results: no versions mentioned",F,2 available,2 available,2 available,Rev1 correct,uncertain assessment,F,NA,NA
agile,agile_2019_017,2019,Agent-Based Simulation for Indoor Manufacturing Environments—Evaluating the Effects of Spatialization,https://link.springer.com/chapter/10.1007/978-3-030-14745-7_17,no,no,FO,MM,F,F,0,1 documented,1 documented,1 documented,1 documented,F,F,1 documented,1 documented,no data but sufficient information to recreate,"Data: Simulation env. described
Methods: Software version and parameters provided",F,1 documented,1 documented,1 documented,no disagreement,no disagreement,F,NA,NA
agile,agile_2021_005,2021,Urban heat island modelling based on MUKLIMO: examples from Slovakia (copernicus.org),https://agile-giss.copernicus.org/articles/2/5/2021/,yes,yes,FO,MM,F,F,0,1 documented,2 available,1 documented,0 undocumented,F,F,1 documented,1 documented,"lots of different data sources, mostly (?) openly available, but not provided","Data: Freely available, some after registration or upon request
Methods: Post processing methods not described",F,1 documented,1 documented,1 documented,Rev1 correct,major disagreement,F,F,NA
agile,agile_2021_013,2021,An Approach to Assess the Effect of Currentness of Spatial Data on Routing Quality (copernicus.org),https://agile-giss.copernicus.org/articles/2/13/2021/,yes,yes,FO,MM,F,F,0,3 available & open,3 available & open,3 available & open,1 documented,F,F,3 available & open,1 documented,everything in Zenodo,"Data: in OSF
Methods: no libraries' versions
Results: not all are fully reproducible",F,3 available & open,3 available & open,3 available & open,rev1 correct,major disagreement,F,T,https://osf.io/bdu28/
